group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmarks,create_data_item,262144,262144,bytes,52266900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56659000.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52436100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53097300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51633600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51338400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51879800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51829800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51154300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51460400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52984100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51642400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51877100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51568500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51885600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51506600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52859100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52333200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51933200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51557500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,55902900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52224700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52620200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52210900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51876600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51545300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52801200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52246100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51944600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52641300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51372100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51187800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51252600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51996600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51432400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52147700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52107900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52507300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51895100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56667500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52011700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52918400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52054900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51452700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51487800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52321800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51650000.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53017500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51649800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52409500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,55284900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,54291300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53297600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52754200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52013800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,55292400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53712200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53793900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56026300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53618900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,54263600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52718100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,54083300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53049300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52733200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53017600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53297500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,57920200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56593700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52841700.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52702400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52886900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53765500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52748100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52995300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52838400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53571400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,70728100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,63921600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,54248200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,59740500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53975200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53152000.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,53659100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52805400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51849100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51627100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51362800.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51928400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51755200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51679600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51457400.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52218900.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51895500.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,52055600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51788600.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56852100.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,51926300.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,67013200.0,ns,12
benchmarks,create_data_item,262144,262144,bytes,56374800.0,ns,12
