group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323083600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324316900.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330470400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322566300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323073600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,333125000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324338600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,329430200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,326212700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323949300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330978200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324568600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323973800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330020200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330335500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323165200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330557500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324746100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323633300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,343401100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324451800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324703400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,334017200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323726200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,325015400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,331517100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,325652000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323738700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330895200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,331260600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,326208100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,325443200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323379000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,329434600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,325995300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,321982600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,328111000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323582300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322312500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330825700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,321694300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323969200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,333125100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,327237000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323068000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,332783800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323029100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323267500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330683900.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323123100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324065500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,333572500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,339908700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,332341000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,332851100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324714800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323060900.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,329364800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322561700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322508500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,326212900.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323822500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,329949300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,336549500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324379700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,327904000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323702600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322504300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,332099100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,327852600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322993400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,331403200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322732500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322560000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,333654300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323059000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324039600.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,331192300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324312000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324854300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,331954500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322282100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,327516300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,332984500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324365500.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,323825800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,326653700.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322433400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330004800.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,325364000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324316200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330468900.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,326438200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324311000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,330448100.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324312200.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,322909000.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,333205400.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324021300.0,ns,1
benchmarks,create_transaction_from_bundle,131072000,262144,bytes,324119700.0,ns,1
