group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,336942400.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,340148700.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,325243800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,339564600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,335778000.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,340591900.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,336737300.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,338937500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,339144200.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,349354200.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,337745600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,353303600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,318489800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,340041500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,332003700.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,356568800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,363766500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,397565500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,355705000.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,360373600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,362903800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,409481600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,420089100.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,411783600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,406746500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,403878900.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,405973900.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,422739800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,405739800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,406530000.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,408923600.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,405386800.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,429889500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,399732500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,402968200.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,402704500.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,410518900.0,ns,1
benchmarks,create_data_items_in_parallel,838860800,16777216,bytes,491025300.0,ns,1
