group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,736378200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,760201700.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,823524500.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,761214900.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,814511700.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,768737200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,914046700.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,764453200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,787661900.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,771421800.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,808367200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,812146600.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,827075200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,834093900.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,806134400.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,761156200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,759648200.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,800688000.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,749711500.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,829931500.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,753034300.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,790419500.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,754466900.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,824237800.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,748115600.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,756879300.0,ns,1
benchmarks,create_bundle_from_data_items,524288000,1048576,bytes,952385400.0,ns,1
